Target Time,Load Intensity,Successful Transactions,Failed Transactions,Dropped Transactions,Avg Response Time,Response Time CV,Final Batch Dispatch Time
0.5,10.0,0,0,0,0.0,0.0,0.493
1.5,8.0,18,0,0,0.4025,0.7093849126516486,1.47
2.5,10.0,9,0,0,0.09455555555555556,0.43816568956792823,2.491
3.5,11.0,11,0,0,0.07463636363636364,0.3969276301801922,3.399
4.5,11.0,12,0,0,0.09716666666666667,0.4556036862364524,4.493
5.5,12.0,12,0,0,0.0685,0.6174054466586115,5.471
6.5,10.0,9,0,0,0.07133333333333335,0.6014982603623813,6.47
7.5,11.0,12,0,0,0.07966666666666666,0.7220144414428125,7.509
8.5,9.0,8,0,0,0.07287500000000001,0.7137932409349312,8.416
9.5,11.0,12,0,0,0.06575,0.8036440199854568,9.482
10.5,11.0,11,0,0,0.06418181818181819,0.6944122318274945,10.469
11.5,9.0,9,0,0,0.09088888888888888,0.5778233458308978,11.494
12.5,13.0,12,0,0,0.07891666666666666,1.0470261859304417,12.529
13.5,11.0,11,0,0,0.08845454545454547,0.7889465262301639,13.451
14.5,11.0,11,0,0,0.0829090909090909,0.870369706977235,14.447
15.5,13.0,14,0,0,0.05750000000000001,0.6775143821109164,15.47
16.5,12.0,11,0,0,0.05772727272727273,0.6008847095116236,16.478
17.5,9.0,10,0,0,0.0634,0.9931816497815794,17.505
18.5,8.0,8,0,0,0.07037500000000001,1.0899768276367747,18.368
19.5,10.0,9,0,0,0.069,0.7917806603830947,19.455
20.5,11.0,12,0,0,0.07883333333333332,0.7816340607490713,20.406
21.5,9.0,8,0,0,0.0785,1.2913273619609407,21.396
22.5,10.0,10,0,0,0.06459999999999999,0.7709675961708181,22.493
23.5,12.0,12,0,0,0.06608333333333333,1.640687815292535,23.439
24.5,11.0,12,0,0,0.0545,0.7990513998607396,24.497
25.5,10.0,9,0,0,0.046777777777777786,1.1965185391126312,25.402
26.5,9.0,9,0,0,0.051555555555555556,1.2407393285660988,26.378
27.5,8.0,7,0,0,0.039428571428571424,0.901921661182252,27.369
28.5,9.0,9,0,0,0.032,1.0744957029346371,28.445
29.5,11.0,10,0,0,0.0365,0.47105054700671406,29.467
30.5,10.0,10,0,0,0.029100000000000004,1.5105906255514976,30.421
31.5,10.0,12,0,0,0.5008333333333334,3.0467602406163445,31.439
32.5,10.0,8,0,0,0.713625,2.6366379647888945,32.491
33.5,10.0,10,0,0,0.0494,1.6439108275647032,33.384
34.5,8.0,8,0,0,0.045625000000000006,1.0855046026340738,34.473
35.5,10.0,9,0,0,0.035888888888888894,0.5072134437097415,35.423
36.5,10.0,9,0,0,0.06833333333333333,0.8084620868448664,36.425
37.5,11.0,12,0,0,0.5174166666666667,2.9815499102245533,37.433
38.5,11.0,12,0,0,1.0101666666666667,2.1750821021818787,38.447
39.5,12.0,13,0,0,0.06007692307692307,1.3326913686293804,39.486
40.5,11.0,11,0,0,0.039,1.5229992210171792,40.409
41.5,12.0,12,0,0,0.53075,3.3090951836349976,41.394
42.5,13.0,12,0,0,0.026499999999999996,0.7978254532779613,42.425
43.5,10.0,10,0,0,0.6224999999999999,2.965849384112706,43.516
44.5,8.0,8,0,0,0.031625,1.2296565473240604,44.529
45.5,11.0,10,0,0,0.05169999999999999,1.4672468680469481,45.449
46.5,10.0,10,0,0,0.0311,1.201428346620365,46.417
47.5,11.0,10,0,0,0.0264,1.050213634793538,47.438
48.5,13.0,14,0,0,1.2702857142857147,1.9503503830218314,48.456
49.5,10.0,7,0,0,0.032999999999999995,0.6375650035579596,49.422
50.5,9.0,9,0,0,0.06855555555555555,2.409635634750306,50.437
51.5,9.0,10,0,0,0.5721,2.9231672094046797,51.509
52.5,11.0,8,0,0,0.027,1.5401097609072478,52.433
53.5,8.0,9,0,0,1.2287777777777777,1.944883679992357,53.394
54.5,11.0,12,0,0,1.4212499999999997,1.793060019592744,54.46
55.5,10.0,9,0,0,0.06622222222222222,2.116624204922486,55.364
56.5,9.0,9,0,0,0.8295555555555556,2.890815942004056,56.41
57.5,12.0,8,0,0,0.7036250000000001,2.71183013329335,57.393
58.5,10.0,12,0,0,0.9716666666666667,2.292819646525112,58.435
59.5,12.0,11,0,0,0.03490909090909092,1.2698510548048099,59.426
60.5,10.0,10,0,0,1.2812,1.9692138356739122,60.402
61.5,10.0,9,0,0,0.7174444444444444,2.771539620602266,61.382
62.5,11.0,13,0,0,0.9113076923076923,2.3578888172245986,62.525
63.5,10.0,8,0,0,1.1607500000000002,2.6063822494335294,63.47
64.5,9.0,9,0,0,1.394,1.9975035700034671,64.446
65.5,9.0,7,0,0,2.2601428571428572,1.6974455931786943,65.349
66.5,11.0,14,0,0,1.421642857142857,2.010641216569587,66.452
67.5,13.0,10,0,0,0.045200000000000004,1.1684916492269581,67.483
68.5,13.0,14,0,0,0.9229999999999999,2.402344596167909,68.445
69.5,9.0,8,0,0,0.716625,2.696393598339777,69.401
70.5,8.0,9,0,0,2.4683333333333337,1.4893249556425359,70.466
71.5,11.0,10,0,0,1.9484,1.5953934223709278,71.41
72.5,12.0,9,0,0,0.09166666666666667,0.9798313229773803,72.49
73.5,11.0,9,0,0,0.02577777777777778,0.95748613011255,73.469
74.5,10.0,12,0,0,1.6733333333333331,1.832196268254114,74.474
75.5,10.0,12,0,0,1.247,2.3749817714858787,75.409
76.5,10.0,10,0,0,2.073,1.6718809555632905,76.426
77.5,10.0,12,0,0,1.493,2.0453501015911426,77.496
78.5,12.0,7,0,0,0.08928571428571429,1.0546593510070759,78.439
79.5,8.0,11,0,0,1.7629090909090908,2.148061029588412,79.443
80.5,11.0,12,0,0,1.520166666666667,2.2571495288622927,80.495
81.5,11.0,11,0,0,2.7085454545454546,1.6812412946299775,81.566
82.5,12.0,12,0,0,1.5982500000000002,2.2258352049000583,82.441
83.5,10.0,9,0,0,0.060222222222222226,0.9582122460393899,83.518
84.5,10.0,10,0,0,0.6537000000000001,2.906896218733073,84.543
85.5,11.0,12,0,0,1.440333333333334,2.365274253037841,85.406
86.5,10.0,10,0,0,0.9630000000000001,3.0616252442453247,86.386
87.5,12.0,10,0,0,2.0728999999999997,2.0652380098798715,87.474
88.5,10.0,10,0,0,2.147,1.6569901875593132,88.435
89.5,9.0,9,0,0,0.8524444444444443,2.699472158684791,89.432
